治具型测试机1107-65,1107-65,
治具型测试机1108,1108,
治具型测试机（单面对位）1108-01,1108-01,
治具型测试机（两面对位）1108-02,1108-02,
阻抗测试机1109-01,1109-01,
实装板飞针测试机1110-00,1110-00,特殊型
实装板飞针测试机1110-01,1110-01,3轴飞针式
实装板飞针测试机1110-02,1110-02,
实装板飞针测试机1110-11,1110-11,3轴飞针式
实装板飞针测试机1111,1111,
实装板飞针测试机1111-11,1111-11,标准在线式
实装板飞针测试机1112,1112,
实装板飞针测试机1112-01,1112-01,标准在线式规格
实装板飞针测试机1112-11,1112-11,在线式规格
实装板飞针测试机1114,1114,
光板飞针测试机1115,1115,
光板飞针测试机1115-01,1115-01,没有可动式台面，手动放板
光板飞针测试机1115-02,1115-02,可动式单台面
光板飞针测试机1115-11,1115-11,可动式单台面，皮带传送
光板飞针测试机1115-21,1115-21,
光板飞针测试机1115-22,1115-22,附带新真空台面330×180mm
光板飞针测试机1116,1116,
光板飞针测试（离线式）1116-01,1116-01,
光板飞针测试（单台面可移动式）1116-02,1116-02,
光板飞针测试（双台面可移动式）1116-12,1116-12,
光板飞针测试（离线式）1116-21,1116-21,
光板飞针测试（单台面可移动式）1116-22,1116-22,
光板飞针测试（离线式）1116-23,1116-23,
光板飞针测试（单台面可移动式）1116-24,1116-24,
光板飞针测试（单台面可移动式）1116-32,1116-32,
光板飞针测试机1116-41,1116-41,
光板飞针测试机1116-42,1116-42,
光板飞针测试机1116-43,1116-43,
光板飞针测试机1116-44,1116-44,
光板飞针测试机1116-45,1116-45,
光板飞针测试（离线式）1116-51,1116-51,
光板飞针测试（单台面可移动式）1116-52,1116-52,
光板飞针测试（离线式）1116-53,1116-53,
光板飞针测试（单台面可移动式）1116-54,1116-54,
光板飞针测试（单台面可移动式）1116-62,1116-62,
光板飞针测试机1116-71,1116-71,
光板飞针测试机1116-72,1116-72,
光板飞针测试机1116-73,1116-73,
光板飞针测试机1116-74,1116-74,
光板飞针测试机1116-75,1116-75,
光板飞针测试机1117,1117,
上飞针下治具型测试机1118-01,1118-01,
上飞针下治具型测试机1118-02,1118-02,
上飞针下治具型测试机1118-11,1118-11,
上飞针下治具型测试机1118-12,1118-12,
在线测试机1120,1120,
在线测试机1121,1121,
真空泵1130,1130,
扫描板卡1131,1131,1102用
扫描板卡1131-01,1131-01,1220用
继电器板卡1131-03,1131-03,1220用
快速安装单元1132-10,1132-10,
快速安装单元1132-11,1132-11,
快速安装单元1132-20,1132-20,
快速安装单元1132-21,1132-21,
离线软件1133,1133,1102用
手臂位置补偿调整板1134,1134,1110用
手臂位置补偿调整板1134-01,1134-01,1110、1111、1112用
针痕纸1134-02,1134-02,"1110/11/12/14, 1281/1236用"
针痕纸1134-03,1134-03,1111、1112、1927(APC)用
手臂位置补偿调整板1134-04,1134-04,1107用
28Ω校正基板（0.25GSG用）1134-05,1134-05,1109用
50Ω校正基板（0.25GSG用）1134-06,1134-06,1109用
50Ω校正基板（0.50GSG用）1134-07,1134-07,
"50Ω校正基板（0.25GS,SG用）1134-08",1134-08,
"50Ω校正基板（0.50GS,SG用）1134-09",1134-09,
离线软件1135-01,1135-01,1110用
离线软件1135-02,1135-02,1110用
离线软件1135-03,1135-03,1110用
离线软件1135-04,1135-04,1110用
离线软件1135-11,1135-11,1111、12用
离线软件1135-12,1135-12,1111、12用
离线软件1135-13,1135-13,1111、12用
离线软件1135-15,1135-15,1111、12用
自动对位单元1136,1136,1110用
离线软件1137,1137,1105用
支援软件1137-01,1137-01,
1220PC应用软件1137-02,1137-02,1220用
1102-1105数据转换软件1137-03,1137-03,1220用
1220主机独立工作软件1137-04,1137-04,1220用
1220离线软件1137-05,1137-05,1220用
1230离线软件1137-30,1137-30,123x用
扫描板卡1138,1138,1107用
扫描板卡1138-01,1138-01,
扫描板卡1138-02,1138-02,
扫描板卡1138-03,1138-03,光电耦合B11规格
扫描板卡1138-05,1138-05,"1234-00/-01,1118他用"
高精度扫描板卡1138-32,1138-32,"对应高精度隔离功能, 1230/1236用"
高精度扫描板卡1138-33,1138-33,"不对应高精度隔离功能, 1230/1236用"
通用型扫描板卡1138-34,1138-34,"对应通用隔离功能, 1230/1236用"
通用型扫描板卡1138-35,1138-35,"不对应通用隔离功能, 1230/1236用"
高精度扫描板卡1138-36,1138-36,
高精度扫描板卡1138-52,1138-52,
通用型扫描板卡1138-55,1138-55,
1114离线软件1139,1139,1114用
1116离线软件1139-01,1139-01,
1117离线软件1139-02,1139-02,1117用
1116-5x离线软件1139-03,1139-03,1116-5x用
1118离线软件1139-04,1139-04,"1118,1107-62用"
1270离线软件1139-05,1139-05,1270用
1240-01离线软件1139-06,1139-06,1240-01用
1240-02离线软件1139-07,1139-07,
1107-6x离线软件1139-08,1139-08,1107-6x用
1281离线软件1139-09,1139-09,1281用
FA1240-51用离线软件1139-10,1139-10,
FA1240-52用离线软件1139-11,1139-11,
FL-Link2　FLY-LINE用连接软体1139-51,1139-51,1116用
FL-Link3　FLY-LINE用连接软体1139-52,1139-52,1117用
FL-Link4　FLY-LINE用连接软体1139-53,1139-53,1116-5x用
FL-Link5　FLY-LINE用连接软体1139-54,1139-54,"1118,1107-62用"
FL-LINK6软件1139-55,1139-55,1270/1281用
FL-LINK7软件1139-56,1139-56,1230用
EPA-LINK软件1139-60,1139-60,1230/1236用
SIM-LINK软件1139-61,1139-61,1281用
治具下压单元1140,1140,1101用    
治具下压单元1141,1141,1120、1121用
治具下压单元1142,1142,"1220-50,1120、1121用"
治具下压单元1143,1143,1101、1102、1120、1121用
治具下压单元1144,1144,1105、1101、1102、1120、1121、1220用
RS-232C界面1150,1150,1101用
继电器板卡1151,1151,1101用
治具下压用线缆1152,1152,
512针扫描板卡用线缆1152-01,1152-01,1107用
512针扫描板卡用线缆1152-02,1152-02,1108用
512针扫描板卡用线缆1152-03,1152-03,1118用
64针扫面板卡用线缆1152-04,1152-04,"1220-51, 1220-52用"
在线型用64针扫描板卡线缆1152-05,1152-05,1220-55用
吸真空用线缆1153,1153,
治具快速安装用机台端单元1153-13,1153-13,1107-62用
治具快速安装用机台端单元1153-14,1153-14,1107-62用
治具快速安装用机台端单元1153-22,1153-22,1107-62用
治具快速安装用机台端单元1153-23,1153-23,1107-62用
治具快速安装用机台端单元1153-24,1153-24,1107-62用
治具快速安装用机台端单元1153-30,1153-30,1107-62用
治具快速安装用机台端单元1153-32,1153-32,1107-62用
治具快速安装用机台端单元1153-33,1153-33,1107-62用
治具快速安装用机台端单元1153-34,1153-34,1107-62用
治具快速安装用机台端单元1153-41,1153-41,1107-62用
治具快速安装用机台端单元1153-42,1153-42,1107-62用
治具快速安装用机台端单元1153-43,1153-43,1107-62用
治具快速安装用机台端单元1153-44,1153-44,1107-62用
64针扫描板卡线缆1154,1154,1160、1170用
"测试针连接线缆（L,R手臂）1154-01",1154-01,1110用
测试针连接线缆（ML，MR手臂）1154-02,1154-02,1110用
测试保留功能用线缆1154-03,1154-03,1927用
直流信号测试板卡1155-10,1155-10,1101用 
交流信号测试板卡1155-20,1155-20,1101用 
数模转换卡 新型TYPE1155-30,1155-30,1101用 
治具下压单元用线缆1156,1156,1101、1102、1120、1121用
64针防静电扫描板卡线缆1156-01,1156-01,1220-50用
通讯界面连接线缆1157,1157,1141、1142、1143用
RS-232C通讯界面1158,1158,1102用
测试治具1160,1160,1101-01、1102-01、1120、1121用
配件对应（1161-○○○图纸编号）1161,1161,
线材1161-001,1161-001,
线材1161-011,1161-011,
线材1161-012,1161-012,
线材1161-013,1161-013,
配件对应（1161-○○○图纸编号）1161-10,1161-10,
平头针1161-101,1161-101,
平头针1161-102,1161-102,
平头针1161-103,1161-103,
配件对应（1161-○○○图纸编号）1161-11,1161-11,
配件对应（1161-○○○图纸编号）1161-12,1161-12,
配件对应（1161-○○○图纸编号）1161-13,1161-13,
配件对应（1161-○○○图纸编号）1161-15,1161-15,
配件对应（1161-○○○图纸编号）1161-16,1161-16,
配件对应（1161-○○○图纸编号）1161-17,1161-17,
配件对应（1161-○○○图纸编号）1161-20,1161-20,
电解电容器反装检出用尖端爪状针1161-201,1161-201,
电解电容器反装检出φ5.7-7测试针1161-202,1161-202,
电解电容器反装检出φ7.8-12测试针1161-203,1161-203,
电解电容器反装检出用角-17针1161-204,1161-204,
电解电容器反装检出用尖端R形状-1针1161-205,1161-205,
电解电容器反装检出用尖端R形状-1针1161-206,1161-206,
配件对应（1161-○○○图纸编号）1161-21,1161-21,
配件对应（1161-○○○图纸编号）1161-22,1161-22,
配件对应（1161-○○○图纸编号）1161-25,1161-25,
配件对应（1161-○○○图纸编号）1161-27,1161-27,
配件对应（1161-○○○图纸编号）1161-30,1161-30,
配件对应（1161-○○○图纸编号）1161-31,1161-31,
配件对应（1161-○○○图纸编号）1161-32,1161-32,
配件对应（1161-○○○图纸编号）1161-40,1161-40,
配件对应（1161-○○○图纸编号）1161-41,1161-41,
配件对应（1161-○○○图纸编号）1161-42,1161-42,
配件对应（1161-○○○图纸编号）1161-50,1161-50,
配件对应（1161-○○○图纸编号）1161-51,1161-51,
外弹簧测试针1161-512,1161-512,
部件对应（1161-○○○图纸编号）1161-52,1161-52,
外弹簧（金）直状皇冠针1161-522,1161-522,
部件对应（1161-○○○图纸编号）1161-53,1161-53,
外弹簧（金）3芯针1161-532,1161-532,
部件对应（1161-○○○图纸编号）1161-60,1161-60,
外弹簧（树状）1芯针1161-613,1161-613,
外弹簧（树状）直皇冠针1161-623,1161-623,
外弹簧（树状）3芯针1161-633,1161-633,
压棒1161-71,1161-71,1101-01用
外弹簧（树状）1芯针1161-713,1161-713,
外弹簧（树状）直皇冠针1161-723,1161-723,
外弹簧（树状）3芯针1161-733,1161-733,
精细间距测试针1161-801,1161-801,
精细间距测试针1161-802,1161-802,
精细间距测试针1161-803,1161-803,
1141･1142用测试治具1162,1162,1120、1121用
压板辅助件1163,1163,1142用
带磁铁石支棒1164-01,1164-01,1110用
单向旋转换针工具1164-02,1164-02,1111、1112用
装针辅助件1164-03,1164-03,1117用
上治具定位pin检出单元1164-05,1164-05,1220-55用
定位导向板pin1～4无加工1164-1X,1164-1X,1110用
定位金属件1～31164-2X,1164-2X,1110用
导向部导向基座1164-31,1164-31,1110用
导向部基座3＋垫片1164-32,1164-32,1110用
导向部基座4＋垫片1164-33,1164-33,1110用
定位导向板pin1～3无加工1164-4X,1164-4X,1110用
定位导向pin无加工1164-50,1164-50,1111-11、1112-11用
定位导向pin无加工1164-51,1164-51,1111-11、1112-11用
支撑pin1164-52,1164-52,1111-11、1112-11、1114用
定位导向pin无加工1164-53,1164-53,1112-01用
定位导向pin加工完成1164-54,1164-54,1112-01用
支撑pin1164-55,1164-55,1112-01用
支撑pin1164-56,1164-56,
测试治具1165-01,1165-01,1107用
测试治具1165-02,1165-02,1108用
测试治具1165-03,1165-03,1109用
测试治具1165-04,1165-04,1118用
测试治具1165-05,1165-05,1107-62用
测试治具1165-06,1165-06,
测试治具1165-07,1165-07,
基板固定单元1166-01,1166-01,1107用
导向pin1166-02,1166-02,1108用
基板固定单元1166-03,1166-03,
基板固定单元1166-04,1166-04,1118-11用
基板固定单元1166-05,1166-05,
基板固定单元1166-06,1166-06,
基板固定单元1166-07,1166-07,
基板固定单元1166-08,1166-08,
治具1170,1170,1101-02用
治具1170-10,1170-10,
M用固定台1170-11,1170-11,1170-10用
治具1170-20,1170-20,
L用固定台1170-21,1170-21,1170-20用
内弹簧套筒对应间距2.54mm1171-001,1171-001,
内弹簧套筒对应间距2.54mm1171-002,1171-002,
内弹簧套筒对应间距2.54mm1171-003,1171-003,
内弹簧套筒对应间距2.54mm1171-004,1171-004,
内弹簧套筒对应间距2.54mm1171-005,1171-005,
内弹簧套筒对应间距1.27mm1171-010,1171-010,
内弹簧套筒对应间距1.27mm1171-011,1171-011,
内弹簧套筒对应间距1.27mm1171-020,1171-020,
pin套装1171-10,1171-10,
3针pin套装1171-11,1171-11,
1.27间距用pin套装1171-12,1171-12,
0.97间距用pin套装1171-13,1171-13,1171-23、1171-33用
2.54间距用pin套装1171-14,1171-14,1171-24、1171-30用
2.54间距用pin套装1171-15,1171-15,1171-25、1171-30用
2.54间距用pin套装1171-16,1171-16,1171-26、1171-30用
1.27间距用pin套装1171-17,1171-17,1171-27、1171-32用
2.00间距用pin套装1171-18,1171-18,1171-28、1171-38用
pin尖端1171-20,1171-20,1171-10用
pin尖端1171-21,1171-21,1171-11用
pin尖端1171-22,1171-22,1171-12用
pin尖端1171-23,1171-23,1171-13用
pin尖端1171-24,1171-24,1171-14用
pin尖端1171-25,1171-25,1171-15用
pin尖端1171-26,1171-26,1171-16用
pin尖端1171-27,1171-27,1171-17用
pin尖端1171-28,1171-28,1171-18用
套筒1171-30,1171-30,1171-21、24、25、26用
套筒1171-32,1171-32,1171-12用
套筒1171-33,1171-33,1171-23用
套筒1171-38,1171-38,1171-28用
内弹簧1芯针1171-413,1171-413,
内弹簧1芯针1171-414,1171-414,
内弹簧直状皇冠针1171-423,1171-423,
内弹簧直状皇冠针1171-424,1171-424,
内弹簧3芯针1171-433,1171-433,
内弹簧3芯针1171-434,1171-434,
内弹簧皇冠针1171-443,1171-443,
内弹簧皇冠针1171-444,1171-444,
内弹簧锯齿针（小）1171-453,1171-453,
内弹簧锯齿针（小）1171-454,1171-454,
内弹簧锯齿针（小）1171-456,1171-456,
内弹簧锯齿针（小）1171-463,1171-463,
内弹簧锯齿针（大）1171-464,1171-464,
内弹簧锯齿针（大）1171-466,1171-466,
内弹簧三角锥针1171-473,1171-473,
内弹簧三角锥针1171-474,1171-474,
内弹簧三角锥针1171-476,1171-476,
内弹簧1芯锯齿针1171-483,1171-483,
内弹簧1芯锯齿针1171-484,1171-484,
内弹簧1芯锯齿针1171-486,1171-486,
内弹簧1芯皇冠针1171-493,1171-493,
内弹簧1芯皇冠针1171-494,1171-494,
内弹簧1芯皇冠针1171-496,1171-496,
内弹簧三角锥针（大）1171-4C3,1171-4C3,
内弹簧1芯针1171-519,1171-519,
内弹簧直状皇冠针1171-529,1171-529,
内弹簧三角锥针1171-579,1171-579,
内弹簧1芯锯齿针1171-589,1171-589,
内弹簧1芯皇冠针1171-599,1171-599,
内弹簧1针1171-618,1171-618,
内弹簧1针1171-61A,1171-61A,
内弹簧直状皇冠针1171-628,1171-628,
内弹簧三角锥针1171-678,1171-678,
内弹簧1芯锯齿针1171-688,1171-688,
内弹簧1芯皇冠针1171-698,1171-698,
内弹簧枪型针1171-6AA,1171-6AA,
内弹簧三角锥针（小）1171-6BA,1171-6BA,
内弹簧三角锥针（大）1171-6CA,1171-6CA,
内弹簧分段式皇冠针1171-6EA,1171-6EA,
1芯针1172-01,1172-01,1110用
3芯针1172-02,1172-02,1110用
直状皇冠针1172-03,1172-03,1110用
1芯锯齿状针1172-04,1172-04,1110用
三角锥针1172-05,1172-05,1110用 
1芯针（高精度）1172-06,1172-06,1110用
1芯针（L･R用）1172-11,1172-11,1111、12用
2端子测试针1172-12,1172-12,1111、12用
1芯锯齿状针（L･R手臂用）1172-13,1172-13,1111、12用
2芯锯齿状针（M手臂用）1172-14,1172-14,1111、12用
三角锥针（L･R手臂用）1172-15,1172-15,1111、12用
三角锥针（M手臂用）1172-16,1172-16,1111、12用
2端子测试针1172-17,1172-17,1114用
2端子测试针1172-18,1172-18,1240-03用
2端子测试针1172-19,1172-19,FA1240用
1芯针1172-21,1172-21,1927用
1芯锯齿状针1172-22,1172-22,1927用
三角锥针1172-23,1172-23,1927用
超硬测试针1172-24,1172-24,"1240-01,1240-02用"
超硬测试针1172-25,1172-25,"1240-01,1240-02用"
超硬测试针1172-26,1172-26,1240-03用
超硬测试针1172-27,1172-27,
SKH测试针1172-28,1172-28,
SKH测试针1172-29,1172-29,
平行式测试针1005 1172-31,1172-31,1927用
平行式测试针1608 1172-32,1172-32,1927用
平行式测试针0.3 1172-33,1172-33,1927用
平行式测试针0.5 1172-34,1172-34,1927用
4端子测试针　L･R手臂用1172-41,1172-41,1111、1112、1114用
4端子测试针　M手臂用1172-42,1172-42,1111、1112用
"4端子测试针　ML,MR手臂用1172-43",1172-43,
4端子测试针 R手臂用1172-44,1172-44,1240用
4端子测试针1172-45,1172-45,
4端子测试针1172-46,1172-46,
4端子测试针1172-47,1172-47,
4端子测试针1172-48,1172-48,
4端子测试针1172-49,1172-49,
4端子测试针 APC用1172-51,1172-51,1927用
吸收冲击力1芯测试针SK1172-58,1172-58,1115用
吸收冲击力1芯测试针WC1172-59,1172-59,1115用
吸收冲击力1芯测试针WC SR10 1172-60,1172-60,1115用
近接测试针1172-61,1172-61,1115用
近接4端子测试针1172-62,1172-62,1115用
近接4端子测试针1172-63,1172-63,1115用
近接斧头针1172-64,1172-64,1115用
近接4端子斧头针1172-65,1172-65,1115用
2端子测试针1172-66,1172-66,1116/1281用
4端子测试针1172-67,1172-67,1116用
斧头针1172-68,1172-68,1116/1281用
4端子斧头针1172-69,1172-69,1116用
吸收冲击力1芯测试针SK1172-70,1172-70,1116用
吸收冲击力1芯测试针WC1172-71,1172-71,1116用
吸收冲击力三角锥测试针（SK）1172-72,1172-72,1116用
校正用测试针1172-73,1172-73,1115用
校正用测试针1172-74,1172-74,
吸收冲击力1芯测试针（高精度）1172-75,1172-75,1116用
吸收冲击力1芯测试针（高精度SR10）1172-76,1172-76,1116用
吸收冲击力1芯测试针 WC SR10 1172-77,1172-77,1116用
2端子测试针1172-80,1172-80,1117用
2端子测试针1172-81,1172-81,"1116、1117用, 1281用"
2端子测试针1172-82,1172-82,"1116/1117/1118/127x, 1281用"
4端子测试针1172-83,1172-83,1116、1117用
2端子测试针1172-84,1172-84,
测试针尖端1172-89,1172-89,
近接测试针1172-91,1172-91,
测试针1172-92,1172-92,
测试针1172-93,1172-93,
测试针1172-94,1172-94,
近接斧头针1172-95,1172-95,
近接斧头针1172-96,1172-96,
近接斧头针1172-97,1172-97,
近接4端子斧头针1172-98,1172-98,
4端子斧头针1172-99,1172-99,
测试针单元1174,1174,1109用
扩展箱1180,1180,1120用
扫描板卡1181,1181,1120用
扫描板卡1182,1182,1121用
遥控箱1185,1185,1121用
自动上下板机1188,1188,
打印机用带条1191,1191,1101用
打印机用纸1192,1192,1101用10卷
打印机用带条1193,1193,1102/1111/1112用1条
打印机用纸1194,1194,1101/02、1110/11/12用10卷
打印机用纸1195,1195,3192用 10卷
打印机用纸1196,1196,9442用(ST5540等)10卷
打印机用纸1197,1197,1220-01/-02用
波形测试仪1201,1201,
影响测试仪1210,1210,
相机模组1211,1211,1210用
相机模组1212,1212,1210用
相机模组1213,1213,1210用
Z轴单位1214,1214,1210用
在线测试机1220-00,1220-00,桌上型
在线测试机1220-01,1220-01,台面型
在线测试机1220-02,1220-02,省空间型
在线测试机1220-11,1220-11,标准在线型（可对应上下板机）
在线测试机1220-50,1220-50,桌上型
在线测试机1220-51,1220-51,台面型
在线测试机1220-52,1220-52,省空间型
在线测试机1220-55,1220-55,标准在线型（可对应上下板机）
在线测试机1221-02,1221-02,
光板测试机1230,1230,
光板测试机1230,1230-70,
光板测试机1231-11,1231-11,Max.8192 pin
光板测试机1231-12,1231-12,Max.16192 pin
光板测试机1232-10,1232-10,Max.4096 pin
光板测试机1232-11,1232-11,Max.8192 pin
光板测试机1232-50,1232-50,Max.12288 pin
光板测试机1232,1232-70,max.8192 pin
光板测试机1233-01,1233-01,
光板测试机1234-00,1234-00,1107-62的高速规格
光板测试机1234-01,1234-01,1107-62的高速规格
光板测试机1234-10,1234-10,
光板测试机1234-11,1234-11,
光板测试机1236-10,1236-10,
光板测试机1236-11,1236-11,
飞针在线测试机1240-01,1240-01,
飞针在线测试机1240-02,1240-02,
飞针在线测试机1240-03,1240-03,
飞针在线测试机1240-90,1240-90,1114的CE规格对应机型
飞针在线测试机1241-01,1241-01,1240CE规格对应机型
飞针在线测试机1241-02,1241-02,1240CE规格对应机型
飞针式测试机1270,1270,基板尺寸：50×50〜400×330 mm
飞针式测试机1271,1271,基板尺寸：50×70〜610×510 mm
飞针式光板测试机1281,1281,
飞针式光板测试机1281-11,1281-11,
飞针式光板测试机1281-12,1281-12,
飞针式光板测试机1281-50,1281-50,
飞针在线测试机1301-01,1301-01,
飞针在线测试机1301-11,1301-11,
飞针在线测试机1302-01,1302-01,
飞针在线测试机1302-11,1302-11,
自动对位功能1320,1320,
AC测试功能1321,1321,
高倍率相机模组1322,1322,
敲章单元1323,1323,
导向pin单元1324-01,1324-01,
导向pin单元1324-11,1324-11,
夹板单元1325,1325,
自动调板宽功能1326,1326,
推杆1327,1327,
基板投入轨道1328,1328,
可编程I/O功能1329,1329,
测试系统校正工具1330,1330,1114、1301、1302用
测试系统校正工具1330-01,1330-01,
测试系统校正工具1330-02,1330-02,1115用
测试系统校正工具1330-03,1330-03,1117/1281用
测试系统校正工具1330-04,1330-04,1118用
测试系统校正工具1330-05,1330-05,
测试系统校正工具1330-06,1330-06,
程序转换软件1331,1331,1301、1302用
板厚补偿功能1332,1332,1301、1302用
板弯补偿功能1333-01,1333-01,1301、1302用
板弯补偿功能1333-11,1333-11,1301、1302用
图像相机模组1334,1334,1301、1302用
软着陆单元1335,1335,
软着陆单元（1个手臂）1335-01,1335-01,1301、1302用
软着陆单元（2个手臂）1335-02,1335-02,1301、1302用
手臂位置补偿调整板1350,1350,1114、1301、1302用
手臂位置补偿调整板（厚度1mm）1350-01,1350-01,
手臂位置补偿调整板（两面）1350-02,1350-02,1117/1280用
手臂位置补偿调整板1350-03,1350-03,1118用
手臂位置补偿调整板1350-04,1350-04,1118用
测试针1353-01,1353-01,1301、1302用
测试针（附带挡块）1353-02,1353-02,1301、1302用
吸真空单元1355,1355,1114、1301、1302用
真空泵1355-01,1355-01,
维修工具套装1356,1356,1114、1301/02、1281用
维修工具套装1356-01,1356-01,1118用
树脂片（0.5mm）1357,1357,1115、1116、1117用
基板压条（1.6mm）1358-01,1358-01,
基板压条（2.0mm）1358-02,1358-02,
元件位置补偿功能1381,1381,
Ez-Fly　＆　Ex-Car1390,1390,
EPA-LINE编程系统软件1391,1391,
SIM-LINE编程系统软件1392,1392,
系统回复光盘1395-00,1395-00,1114用
系统回复光盘1395-01,1395-01,1116用
系统回复光盘1395-02,1395-02,1117用
系统回复光盘1395-03,1395-03,1116-5x用
系统回复光盘1395-04,1395-04,1118用
系统回复光盘1395-05,1395-05,1270用
系统回复光盘1395-06,1395-06,1240-01用
系统回复光盘1395-13,1395-13,1109用
FLY-LINE编程系统软件1741,1741,
查错点软件1743,1743,
